Customer ID,Recency,Frequency,Monetary,State,Cluster,Segment_Label
12388,16,8,13562.4,Sarawak,2,"Champions (recent, frequent, high spend)"
12389,403,3,4007.3,Penang,3,At-Risk High Value (lapsing loyal spender)
12390,80,1,2786.4,Penang,0,"New / Promising (recent, low frequency & value)"
12391,22,5,12337.4,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12392,591,1,512.6,Labuan,1,Lost / Dormant Low-Value
12393,72,6,10460.0,Penang,3,At-Risk High Value (lapsing loyal spender)
12394,64,2,2319.2,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12395,19,15,21870.7,Selangor,2,"Champions (recent, frequent, high spend)"
12396,674,1,5090.2,Penang,1,Lost / Dormant Low-Value
12397,36,2,11207.9,Johor,0,"New / Promising (recent, low frequency & value)"
12398,46,1,7229.9,Selangor,0,"New / Promising (recent, low frequency & value)"
12399,119,7,9663.2,Selangor,3,At-Risk High Value (lapsing loyal spender)
12400,414,1,1121.8,Kuala Lumpur,1,Lost / Dormant Low-Value
12401,303,1,463.2,Selangor,1,Lost / Dormant Low-Value
12402,323,6,6935.3,Penang,3,At-Risk High Value (lapsing loyal spender)
12403,50,2,450.0,Melaka,1,Lost / Dormant Low-Value
12405,149,1,4926.9,Pahang,3,At-Risk High Value (lapsing loyal spender)
12406,22,5,14453.8,Johor,2,"Champions (recent, frequent, high spend)"
12407,50,5,7102.9,Melaka,3,At-Risk High Value (lapsing loyal spender)
12408,33,8,12353.0,Perak,2,"Champions (recent, frequent, high spend)"
12409,79,5,9696.4,Selangor,3,At-Risk High Value (lapsing loyal spender)
12410,309,3,4260.2,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12411,410,1,1572.8,Kuala Lumpur,1,Lost / Dormant Low-Value
12412,75,6,10784.6,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12413,67,4,4597.5,Selangor,3,At-Risk High Value (lapsing loyal spender)
12414,217,4,2734.0,Selangor,3,At-Risk High Value (lapsing loyal spender)
12415,25,18,18877.4,Sarawak,2,"Champions (recent, frequent, high spend)"
12416,657,1,1118.4,Kuala Lumpur,1,Lost / Dormant Low-Value
12417,3,20,32535.2,Selangor,2,"Champions (recent, frequent, high spend)"
12418,113,4,7153.5,Selangor,3,At-Risk High Value (lapsing loyal spender)
12419,386,2,2006.7,Kuala Lumpur,1,Lost / Dormant Low-Value
12420,64,1,3278.2,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12421,16,6,5446.1,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12422,96,14,14687.6,Penang,2,"Champions (recent, frequent, high spend)"
12423,1,10,13109.2,Selangor,2,"Champions (recent, frequent, high spend)"
12424,163,4,7053.5,Sabah,3,At-Risk High Value (lapsing loyal spender)
12425,78,2,7948.7,Melaka,3,At-Risk High Value (lapsing loyal spender)
12426,195,2,6580.9,Melaka,3,At-Risk High Value (lapsing loyal spender)
12427,22,3,2588.7,Perak,0,"New / Promising (recent, low frequency & value)"
12428,26,8,27160.8,Johor,2,"Champions (recent, frequent, high spend)"
12429,9,8,11668.4,Selangor,2,"Champions (recent, frequent, high spend)"
12430,43,1,1144.8,Selangor,0,"New / Promising (recent, low frequency & value)"
12431,60,21,35578.1,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12432,43,4,5745.8,Selangor,0,"New / Promising (recent, low frequency & value)"
12433,1,10,46855.0,Selangor,2,"Champions (recent, frequent, high spend)"
12434,85,3,5545.1,Penang,3,At-Risk High Value (lapsing loyal spender)
12435,268,4,4817.5,Selangor,3,At-Risk High Value (lapsing loyal spender)
12436,100,1,1564.6,Penang,1,Lost / Dormant Low-Value
12437,2,38,54668.9,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12438,14,2,8447.4,Johor,0,"New / Promising (recent, low frequency & value)"
12439,683,2,6275.2,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12440,462,2,2706.4,Kuala Lumpur,1,Lost / Dormant Low-Value
12441,367,1,962.8,Selangor,1,Lost / Dormant Low-Value
12442,3,1,934.1,Penang,0,"New / Promising (recent, low frequency & value)"
12443,732,1,2001.1,Kuala Lumpur,1,Lost / Dormant Low-Value
12444,21,5,16626.7,Selangor,2,"Champions (recent, frequent, high spend)"
12445,22,2,2077.5,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12446,58,1,5512.6,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12447,243,1,2374.4,Selangor,1,Lost / Dormant Low-Value
12448,44,1,1653.9,Selangor,0,"New / Promising (recent, low frequency & value)"
12449,22,5,18004.5,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12450,156,5,3412.2,Negeri Sembilan,3,At-Risk High Value (lapsing loyal spender)
12451,11,8,48166.4,Penang,2,"Champions (recent, frequent, high spend)"
12452,17,1,1678.3,Selangor,0,"New / Promising (recent, low frequency & value)"
12453,134,1,3906.4,Selangor,1,Lost / Dormant Low-Value
12455,73,10,20326.1,Selangor,2,"Champions (recent, frequent, high spend)"
12456,44,3,10786.5,Sarawak,3,At-Risk High Value (lapsing loyal spender)
12457,86,4,8571.5,Kedah,3,At-Risk High Value (lapsing loyal spender)
12458,71,4,7549.5,Johor,3,At-Risk High Value (lapsing loyal spender)
12459,605,1,2198.2,Selangor,1,Lost / Dormant Low-Value
12460,456,1,1811.3,Kuala Lumpur,1,Lost / Dormant Low-Value
12461,155,1,2392.5,Kuala Lumpur,1,Lost / Dormant Low-Value
12462,19,2,5113.5,Sabah,0,"New / Promising (recent, low frequency & value)"
12463,53,4,7385.4,Selangor,3,At-Risk High Value (lapsing loyal spender)
12464,10,8,1747.9,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12465,17,2,4042.0,Labuan,0,"New / Promising (recent, low frequency & value)"
12467,423,1,742.3,Penang,1,Lost / Dormant Low-Value
12468,188,5,12902.3,Selangor,3,At-Risk High Value (lapsing loyal spender)
12469,523,1,6109.7,Kuala Lumpur,1,Lost / Dormant Low-Value
12470,690,1,1163.4,Melaka,1,Lost / Dormant Low-Value
12471,2,73,102835.4,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12472,32,19,71498.5,Johor,2,"Champions (recent, frequent, high spend)"
12473,29,5,14028.4,Selangor,2,"Champions (recent, frequent, high spend)"
12474,17,29,62082.2,Sabah,2,"Champions (recent, frequent, high spend)"
12475,54,2,5743.9,Melaka,0,"New / Promising (recent, low frequency & value)"
12476,16,18,49474.2,Penang,2,"Champions (recent, frequent, high spend)"
12477,23,9,45712.3,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12478,4,1,3001.3,Terengganu,0,"New / Promising (recent, low frequency & value)"
12479,11,1,2585.3,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12480,28,7,21532.5,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12481,23,14,37757.3,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12482,654,4,1110.4,Selangor,1,Lost / Dormant Low-Value
12483,17,18,14268.5,Penang,2,"Champions (recent, frequent, high spend)"
12484,35,9,28481.2,Johor,2,"Champions (recent, frequent, high spend)"
12485,529,1,2839.0,Perak,1,Lost / Dormant Low-Value
12486,432,1,4995.7,Kelantan,1,Lost / Dormant Low-Value
12488,10,3,4851.6,Johor,0,"New / Promising (recent, low frequency & value)"
12489,336,1,1841.6,Johor,1,Lost / Dormant Low-Value
12490,5,20,44794.5,Sabah,2,"Champions (recent, frequent, high spend)"
12491,39,1,2268.1,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12492,63,3,3533.4,Selangor,0,"New / Promising (recent, low frequency & value)"
12493,166,2,2377.6,Putrajaya,1,Lost / Dormant Low-Value
12494,16,9,9647.8,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12495,641,1,1527.9,Selangor,1,Lost / Dormant Low-Value
12496,620,2,250.1,Perak,1,Lost / Dormant Low-Value
12497,82,3,1553.0,Selangor,0,"New / Promising (recent, low frequency & value)"
12498,21,3,2200.9,Selangor,0,"New / Promising (recent, low frequency & value)"
12499,560,1,2171.6,Penang,1,Lost / Dormant Low-Value
12500,23,18,8546.6,Terengganu,2,"Champions (recent, frequent, high spend)"
12501,337,1,11169.4,Negeri Sembilan,3,At-Risk High Value (lapsing loyal spender)
12502,96,5,12547.9,Selangor,3,At-Risk High Value (lapsing loyal spender)
12504,18,4,1562.8,Selangor,0,"New / Promising (recent, low frequency & value)"
12505,409,1,4306.2,Kuala Lumpur,1,Lost / Dormant Low-Value
12506,233,1,404.09999999999997,Johor,1,Lost / Dormant Low-Value
12507,134,3,3881.5,Kelantan,3,At-Risk High Value (lapsing loyal spender)
12508,26,2,2175.9,Selangor,0,"New / Promising (recent, low frequency & value)"
12509,284,1,421.6,Johor,1,Lost / Dormant Low-Value
12510,143,7,12023.6,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12511,429,1,16411.3,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12512,66,2,728.5,Penang,1,Lost / Dormant Low-Value
12513,113,1,3067.8,Kuala Lumpur,1,Lost / Dormant Low-Value
12514,267,2,7850.0,Perak,3,At-Risk High Value (lapsing loyal spender)
12515,353,1,1533.6,Selangor,1,Lost / Dormant Low-Value
12516,78,4,6892.6,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12517,28,4,12816.0,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12518,1,5,10242.7,Selangor,2,"Champions (recent, frequent, high spend)"
12519,64,2,3616.8,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12520,79,5,12620.6,Johor,3,At-Risk High Value (lapsing loyal spender)
12521,143,1,3000.6,Selangor,1,Lost / Dormant Low-Value
12522,39,2,1040.8,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12523,19,23,23176.9,Negeri Sembilan,2,"Champions (recent, frequent, high spend)"
12524,9,12,15719.5,Selangor,2,"Champions (recent, frequent, high spend)"
12525,498,3,4850.8,Selangor,3,At-Risk High Value (lapsing loyal spender)
12526,1,3,6846.8,Selangor,0,"New / Promising (recent, low frequency & value)"
12527,82,4,2352.0,Johor,3,At-Risk High Value (lapsing loyal spender)
12528,9,6,8524.1,Selangor,2,"Champions (recent, frequent, high spend)"
12529,528,1,1737.2,Selangor,1,Lost / Dormant Low-Value
12530,60,9,15663.4,Selangor,2,"Champions (recent, frequent, high spend)"
12531,15,2,9679.1,Perak,0,"New / Promising (recent, low frequency & value)"
12532,30,1,1661.8,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12533,628,2,6661.3,Selangor,3,At-Risk High Value (lapsing loyal spender)
12534,131,1,5390.1,Perak,3,At-Risk High Value (lapsing loyal spender)
12535,92,2,3427.2,Selangor,3,At-Risk High Value (lapsing loyal spender)
12536,59,1,22069.8,Selangor,3,At-Risk High Value (lapsing loyal spender)
12537,409,1,3326.5,Kuala Lumpur,1,Lost / Dormant Low-Value
12538,29,2,3254.1,Selangor,0,"New / Promising (recent, low frequency & value)"
12539,22,7,47907.1,Melaka,2,"Champions (recent, frequent, high spend)"
12540,20,32,67452.3,Johor,2,"Champions (recent, frequent, high spend)"
12541,30,3,4647.5,Selangor,0,"New / Promising (recent, low frequency & value)"
12542,484,2,2668.5,Sabah,1,Lost / Dormant Low-Value
12543,448,1,3953.4,Kuala Lumpur,1,Lost / Dormant Low-Value
12544,36,1,1744.6,Selangor,0,"New / Promising (recent, low frequency & value)"
12545,75,2,4562.8,Selangor,0,"New / Promising (recent, low frequency & value)"
12546,47,2,5563.2,Sarawak,0,"New / Promising (recent, low frequency & value)"
12547,198,3,2091.6,Sabah,3,At-Risk High Value (lapsing loyal spender)
12548,166,1,524.8,Selangor,1,Lost / Dormant Low-Value
12549,576,5,5904.8,Selangor,3,At-Risk High Value (lapsing loyal spender)
12550,79,1,4546.7,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12551,358,1,932.0,Selangor,1,Lost / Dormant Low-Value
12552,40,1,1752.8,Penang,0,"New / Promising (recent, low frequency & value)"
12553,8,12,22398.0,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12554,449,1,2123.0,Melaka,1,Lost / Dormant Low-Value
12556,50,2,3280.7,Selangor,0,"New / Promising (recent, low frequency & value)"
12557,158,2,864.0,Selangor,1,Lost / Dormant Low-Value
12558,8,1,803.6,Selangor,0,"New / Promising (recent, low frequency & value)"
12559,320,1,1593.2,Selangor,1,Lost / Dormant Low-Value
12560,5,2,9529.1,Terengganu,0,"New / Promising (recent, low frequency & value)"
12561,303,1,1327.2,Kuala Lumpur,1,Lost / Dormant Low-Value
12562,8,9,18442.2,Selangor,2,"Champions (recent, frequent, high spend)"
12563,409,1,872.4,Selangor,1,Lost / Dormant Low-Value
12564,261,1,2212.7,Melaka,1,Lost / Dormant Low-Value
12565,289,1,798.0,Selangor,1,Lost / Dormant Low-Value
12566,86,1,1645.3,Penang,1,Lost / Dormant Low-Value
12567,23,15,52253.5,Selangor,2,"Champions (recent, frequent, high spend)"
12568,645,1,387.7,Selangor,1,Lost / Dormant Low-Value
12569,2,32,19024.4,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12571,40,2,2831.8,Perak,0,"New / Promising (recent, low frequency & value)"
12572,9,2,4442.7,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12573,227,5,3605.7000000000003,Kelantan,3,At-Risk High Value (lapsing loyal spender)
12574,316,1,1193.6,Selangor,1,Lost / Dormant Low-Value
12575,457,2,3409.4,Kelantan,1,Lost / Dormant Low-Value
12576,36,8,11283.5,Selangor,2,"Champions (recent, frequent, high spend)"
12577,35,8,8828.0,Penang,2,"Champions (recent, frequent, high spend)"
12578,21,4,17507.5,Selangor,2,"Champions (recent, frequent, high spend)"
12579,78,1,2139.6,Kuala Lumpur,1,Lost / Dormant Low-Value
12580,247,2,5473.0,Penang,3,At-Risk High Value (lapsing loyal spender)
12581,40,1,1086.4,Johor,0,"New / Promising (recent, low frequency & value)"
12582,239,4,9376.9,Selangor,3,At-Risk High Value (lapsing loyal spender)
12583,3,27,40819.2,Sarawak,2,"Champions (recent, frequent, high spend)"
12584,4,9,9045.6,Selangor,2,"Champions (recent, frequent, high spend)"
12585,234,2,7811.4,Penang,3,At-Risk High Value (lapsing loyal spender)
12586,17,4,9683.3,Selangor,0,"New / Promising (recent, low frequency & value)"
12587,8,1,795.0,Selangor,0,"New / Promising (recent, low frequency & value)"
12588,39,4,4383.7,Sabah,0,"New / Promising (recent, low frequency & value)"
12589,29,6,16003.7,Johor,2,"Champions (recent, frequent, high spend)"
12590,211,1,648.0,Johor,1,Lost / Dormant Low-Value
12591,317,3,5624.0,Selangor,3,At-Risk High Value (lapsing loyal spender)
12592,92,4,7642.4,Kelantan,3,At-Risk High Value (lapsing loyal spender)
12593,109,3,2302.0,Penang,3,At-Risk High Value (lapsing loyal spender)
12594,47,13,20919.6,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12595,505,1,1668.4,Penang,1,Lost / Dormant Low-Value
12596,51,2,2096.1,Negeri Sembilan,0,"New / Promising (recent, low frequency & value)"
12597,19,4,17413.4,Selangor,2,"Champions (recent, frequent, high spend)"
12598,10,11,19295.8,Negeri Sembilan,2,"Champions (recent, frequent, high spend)"
12599,29,13,11303.8,Perak,2,"Champions (recent, frequent, high spend)"
12600,29,21,8442.8,Kedah,2,"Champions (recent, frequent, high spend)"
12601,190,6,3324.6,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12602,59,1,856.6,Kuala Lumpur,1,Lost / Dormant Low-Value
12604,79,2,1399.6,Johor,0,"New / Promising (recent, low frequency & value)"
12605,376,4,6808.3,Selangor,3,At-Risk High Value (lapsing loyal spender)
12606,682,1,115.5,Kuala Lumpur,1,Lost / Dormant Low-Value
12607,60,1,8723.5,Selangor,0,"New / Promising (recent, low frequency & value)"
12608,405,1,1021.5,Melaka,1,Lost / Dormant Low-Value
12609,78,9,16931.4,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12610,23,4,10011.1,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12611,52,1,5742.6,Selangor,0,"New / Promising (recent, low frequency & value)"
12612,74,1,1706.0,Selangor,1,Lost / Dormant Low-Value
12613,57,10,30778.8,Johor,2,"Champions (recent, frequent, high spend)"
12614,278,1,1736.5,Selangor,1,Lost / Dormant Low-Value
12615,2,8,26941.9,Selangor,2,"Champions (recent, frequent, high spend)"
12616,95,3,5244.8,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12617,29,1,1936.5,Selangor,0,"New / Promising (recent, low frequency & value)"
12618,22,1,979.5,Sarawak,0,"New / Promising (recent, low frequency & value)"
12619,16,9,8086.5,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12620,15,3,7329.0,Pahang,0,"New / Promising (recent, low frequency & value)"
12621,2,33,64082.4,Selangor,2,"Champions (recent, frequent, high spend)"
12622,232,1,983.0,Johor,1,Lost / Dormant Low-Value
12623,276,7,16842.7,Penang,3,At-Risk High Value (lapsing loyal spender)
12624,106,2,3523.5,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12625,212,4,17786.6,Selangor,3,At-Risk High Value (lapsing loyal spender)
12626,23,9,26995.8,Selangor,2,"Champions (recent, frequent, high spend)"
12627,11,6,21090.6,Selangor,2,"Champions (recent, frequent, high spend)"
12628,4,3,4063.1,Selangor,0,"New / Promising (recent, low frequency & value)"
12629,386,2,2952.9,Sabah,1,Lost / Dormant Low-Value
12630,10,2,5640.1,Selangor,0,"New / Promising (recent, low frequency & value)"
12631,57,6,16798.8,Johor,3,At-Risk High Value (lapsing loyal spender)
12632,521,2,3130.1,Selangor,1,Lost / Dormant Low-Value
12633,59,7,26086.8,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12634,548,1,1980.0,Johor,1,Lost / Dormant Low-Value
12635,90,4,14360.9,Selangor,3,At-Risk High Value (lapsing loyal spender)
12637,67,12,39476.7,Selangor,2,"Champions (recent, frequent, high spend)"
12638,33,2,3325.6,Penang,0,"New / Promising (recent, low frequency & value)"
12639,239,3,5836.5,Labuan,3,At-Risk High Value (lapsing loyal spender)
12640,24,3,4960.4,Selangor,0,"New / Promising (recent, low frequency & value)"
12641,115,1,1020.3,Johor,1,Lost / Dormant Low-Value
12642,25,3,4012.2,Selangor,0,"New / Promising (recent, low frequency & value)"
12643,172,6,889.5,Kedah,3,At-Risk High Value (lapsing loyal spender)
12644,130,4,9563.4,Johor,3,At-Risk High Value (lapsing loyal spender)
12645,34,8,14708.5,Sabah,2,"Champions (recent, frequent, high spend)"
12646,5,2,4667.8,Selangor,0,"New / Promising (recent, low frequency & value)"
12647,22,33,44309.3,Sabah,2,"Champions (recent, frequent, high spend)"
12648,155,4,5847.9,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12649,107,7,9554.9,Sabah,3,At-Risk High Value (lapsing loyal spender)
12650,3,1,801.2,Melaka,0,"New / Promising (recent, low frequency & value)"
12651,335,4,2048.7,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12652,331,2,4350.6,Selangor,3,At-Risk High Value (lapsing loyal spender)
12653,149,3,6760.2,Selangor,3,At-Risk High Value (lapsing loyal spender)
12654,11,5,3299.4,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12655,424,1,1435.7,Melaka,1,Lost / Dormant Low-Value
12656,17,8,21444.8,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12657,11,3,4117.5,Johor,0,"New / Promising (recent, low frequency & value)"
12658,19,1,3473.4,Selangor,0,"New / Promising (recent, low frequency & value)"
12659,30,1,491.0,Penang,0,"New / Promising (recent, low frequency & value)"
12660,11,1,1339.2,Johor,0,"New / Promising (recent, low frequency & value)"
12661,436,1,888.0,Melaka,1,Lost / Dormant Low-Value
12662,1,20,35419.8,Penang,2,"Champions (recent, frequent, high spend)"
12663,625,2,1020.5,Sabah,1,Lost / Dormant Low-Value
12664,16,7,1669.0,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12665,325,3,1724.0,Selangor,1,Lost / Dormant Low-Value
12666,394,1,2612.2,Terengganu,1,Lost / Dormant Low-Value
12667,58,1,2496.2,Johor,0,"New / Promising (recent, low frequency & value)"
12668,12,9,49503.1,Sabah,2,"Champions (recent, frequent, high spend)"
12669,151,2,7836.0,Johor,3,At-Risk High Value (lapsing loyal spender)
12670,10,7,11473.2,Selangor,2,"Champions (recent, frequent, high spend)"
12671,606,1,2457.9,Sabah,1,Lost / Dormant Low-Value
12672,330,2,1893.9,Johor,1,Lost / Dormant Low-Value
12673,5,3,5871.4,Negeri Sembilan,0,"New / Promising (recent, low frequency & value)"
12674,39,4,7938.6,Sabah,0,"New / Promising (recent, low frequency & value)"
12675,554,2,4788.9,Johor,3,At-Risk High Value (lapsing loyal spender)
12676,25,11,12042.2,Selangor,2,"Champions (recent, frequent, high spend)"
12677,555,2,1901.6,Melaka,1,Lost / Dormant Low-Value
12678,43,13,15435.9,Perlis,2,"Champions (recent, frequent, high spend)"
12679,59,4,4471.7,Selangor,3,At-Risk High Value (lapsing loyal spender)
12680,1,4,4840.2,Penang,0,"New / Promising (recent, low frequency & value)"
12681,15,45,124534.1,Selangor,2,"Champions (recent, frequent, high spend)"
12682,4,52,92221.9,Selangor,2,"Champions (recent, frequent, high spend)"
12683,4,20,42123.0,Selangor,2,"Champions (recent, frequent, high spend)"
12684,8,7,10133.0,Selangor,2,"Champions (recent, frequent, high spend)"
12685,28,6,13434.2,Johor,2,"Champions (recent, frequent, high spend)"
12686,372,1,502.8,Kedah,1,Lost / Dormant Low-Value
12687,481,1,10177.3,Selangor,3,At-Risk High Value (lapsing loyal spender)
12688,114,1,15527.6,Selangor,3,At-Risk High Value (lapsing loyal spender)
12689,26,2,6226.9,Johor,0,"New / Promising (recent, low frequency & value)"
12690,206,1,1562.2,Selangor,1,Lost / Dormant Low-Value
12691,28,7,3716.2,Sarawak,0,"New / Promising (recent, low frequency & value)"
12692,637,1,608.3,Selangor,1,Lost / Dormant Low-Value
12693,127,7,7842.5,Sarawak,3,At-Risk High Value (lapsing loyal spender)
12694,70,3,7414.1,Sabah,3,At-Risk High Value (lapsing loyal spender)
12695,7,7,5675.7,Johor,2,"Champions (recent, frequent, high spend)"
12696,435,2,4225.1,Selangor,3,At-Risk High Value (lapsing loyal spender)
12697,29,3,3666.6,Selangor,0,"New / Promising (recent, low frequency & value)"
12698,590,1,1318.9,Negeri Sembilan,1,Lost / Dormant Low-Value
12699,418,1,3108.8,Penang,1,Lost / Dormant Low-Value
12700,8,4,23217.7,Johor,2,"Champions (recent, frequent, high spend)"
12701,80,6,13442.7,Perak,3,At-Risk High Value (lapsing loyal spender)
12702,20,1,1200.7,Selangor,0,"New / Promising (recent, low frequency & value)"
12703,71,4,5195.7,Johor,3,At-Risk High Value (lapsing loyal spender)
12704,7,8,7925.2,Sarawak,2,"Champions (recent, frequent, high spend)"
12705,15,13,51748.4,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12707,292,1,2374.9,Kuala Lumpur,1,Lost / Dormant Low-Value
12708,30,18,27405.5,Sarawak,2,"Champions (recent, frequent, high spend)"
12709,15,30,32881.4,Selangor,2,"Champions (recent, frequent, high spend)"
12710,97,3,5890.8,Perak,3,At-Risk High Value (lapsing loyal spender)
12711,612,2,6211.6,Sarawak,3,At-Risk High Value (lapsing loyal spender)
12712,29,21,23496.2,Selangor,2,"Champions (recent, frequent, high spend)"
12713,1,1,3484.8,Sarawak,0,"New / Promising (recent, low frequency & value)"
12714,9,12,61066.7,Selangor,2,"Champions (recent, frequent, high spend)"
12715,106,1,1438.0,Selangor,1,Lost / Dormant Low-Value
12716,4,2,5468.2,Selangor,0,"New / Promising (recent, low frequency & value)"
12717,151,3,5813.3,Kuala Lumpur,3,At-Risk High Value (lapsing loyal spender)
12718,71,1,1313.9,Kuala Lumpur,1,Lost / Dormant Low-Value
12719,5,2,3528.6,Selangor,0,"New / Promising (recent, low frequency & value)"
12720,3,29,37551.6,Selangor,2,"Champions (recent, frequent, high spend)"
12721,32,8,20279.3,Penang,2,"Champions (recent, frequent, high spend)"
12722,85,4,4709.2,Selangor,3,At-Risk High Value (lapsing loyal spender)
12723,4,5,3378.9,Kuala Lumpur,0,"New / Promising (recent, low frequency & value)"
12724,5,7,11819.2,Kuala Lumpur,2,"Champions (recent, frequent, high spend)"
12725,371,3,8477.1,Selangor,3,At-Risk High Value (lapsing loyal spender)
12726,28,11,18344.6,Johor,2,"Champions (recent, frequent, high spend)"
